symbol,timestamp,open,high,low,close,volume
MSFT,2025-09-05T17:15:00Z,495.15,495.27,495.05,495.175,69090
MSFT,2025-09-05T17:16:00Z,495.1811,495.205,494.94,495.04,26432
MSFT,2025-09-05T17:17:00Z,495.0594,495.12,494.8801,494.97,38005
MSFT,2025-09-05T17:18:00Z,494.95,494.98,494.62,494.71,50552
MSFT,2025-09-05T17:19:00Z,494.69,494.8,494.515,494.8,27906
MSFT,2025-09-05T17:20:00Z,494.81,494.885,494.71,494.79,28485
MSFT,2025-09-05T17:21:00Z,494.79,495.0,494.69,494.91,42467
MSFT,2025-09-05T17:22:00Z,494.91,495.0,494.85,494.86,30693
MSFT,2025-09-05T17:23:00Z,494.82,494.95,494.75,494.9099,20580
MSFT,2025-09-05T17:24:00Z,494.94,494.97,494.69,494.95,26892
MSFT,2025-09-05T17:25:00Z,494.95,495.0,494.74,494.785,25476
MSFT,2025-09-05T17:26:00Z,494.8,494.82,494.64,494.693,38267
MSFT,2025-09-05T17:27:00Z,494.67,494.8693,494.59,494.62,28141
MSFT,2025-09-05T17:28:00Z,494.625,494.66,494.4,494.46,39785
MSFT,2025-09-05T17:29:00Z,494.44,494.57,494.32,494.545,35132
MSFT,2025-09-05T17:30:00Z,494.56,494.79,494.42,494.67,29713
MSFT,2025-09-05T17:31:00Z,494.6354,494.725,494.4601,494.6201,20886
MSFT,2025-09-05T17:32:00Z,494.71,494.86,494.67,494.765,32675
MSFT,2025-09-05T17:33:00Z,494.765,494.85,494.59,494.8,21921
MSFT,2025-09-05T17:34:00Z,494.822,495.0,494.75,494.945,24578
MSFT,2025-09-05T17:35:00Z,494.97,495.26,494.96,495.255,51518
MSFT,2025-09-05T17:36:00Z,495.2234,495.315,494.95,495.108,19837
MSFT,2025-09-05T17:37:00Z,495.12,495.146,494.835,494.835,19693
MSFT,2025-09-05T17:38:00Z,494.8675,494.914,494.75,494.9,21181
MSFT,2025-09-05T17:39:00Z,494.87,495.0402,494.76,494.79,41024
MSFT,2025-09-05T17:40:00Z,494.76,494.88,494.62,494.6394,14030
MSFT,2025-09-05T17:41:00Z,494.645,494.645,494.4,494.49,20296
MSFT,2025-09-05T17:42:00Z,494.4915,494.4915,494.28,494.28,25163
MSFT,2025-09-05T17:43:00Z,494.26,494.2978,493.8154,493.95,114542
MSFT,2025-09-05T17:44:00Z,493.99,494.0,493.895,493.99,46413
MSFT,2025-09-05T17:45:00Z,493.93,494.2009,493.88,494.2009,42271
MSFT,2025-09-05T17:46:00Z,494.2,494.21,493.9,493.9,35454
MSFT,2025-09-05T17:47:00Z,493.88,494.1095,493.875,494.06,21313
MSFT,2025-09-05T17:48:00Z,494.0201,494.165,493.85,493.865,31771
MSFT,2025-09-05T17:49:00Z,493.865,493.93,493.81,493.93,24782
MSFT,2025-09-05T17:50:00Z,493.9,493.95,493.6804,493.74,34071
MSFT,2025-09-05T17:51:00Z,493.78,493.79,493.35,493.51,72543
MSFT,2025-09-05T17:52:00Z,493.54,493.655,493.47,493.585,29898
