symbol,timestamp,open,high,low,close,volume
AAPL,2025-09-02T11:56:00Z,230.53,230.55,230.53,230.55,76
AAPL,2025-09-02T11:57:00Z,230.55,230.56,230.55,230.55,41
AAPL,2025-09-02T11:58:00Z,230.55,230.55,230.54,230.55,132
AAPL,2025-09-02T11:59:00Z,230.54,230.62,230.54,230.55,198
AAPL,2025-09-02T12:00:00Z,232.14,232.14,230.27,230.5,74116
AAPL,2025-09-02T12:01:00Z,231.74,231.83,230.42,231.55,3076
AAPL,2025-09-02T12:02:00Z,230.6597,232.14,230.31,230.4299,6385
AAPL,2025-09-02T12:03:00Z,230.39,230.5147,230.31,230.37,1756
AAPL,2025-09-02T12:04:00Z,230.3507,230.45,230.31,230.42,972
AAPL,2025-09-02T12:05:00Z,230.44,232.14,230.32,230.4826,1234
AAPL,2025-09-02T12:06:00Z,230.56,230.61,230.47,230.5,598
AAPL,2025-09-02T12:07:00Z,230.5,230.57,230.49,230.51,1169
AAPL,2025-09-02T12:08:00Z,230.56,230.56,230.42,230.42,11275
AAPL,2025-09-02T12:09:00Z,230.47,230.48,230.39,230.4,5616
AAPL,2025-09-02T12:10:00Z,230.42,230.445,230.31,230.3401,8056
AAPL,2025-09-02T12:11:00Z,230.4,230.4,230.33,230.356,4400
AAPL,2025-09-02T12:12:00Z,230.39,230.4,230.2643,230.2643,14849
AAPL,2025-09-02T12:13:00Z,230.33,230.43,230.32,230.32,1736
AAPL,2025-09-02T12:14:00Z,230.42,230.4955,230.32,230.4299,1207
AAPL,2025-09-02T12:15:00Z,230.42,230.5,230.4,230.5,776
AAPL,2025-09-02T12:16:00Z,230.37,230.4996,230.3467,230.41,1285
AAPL,2025-09-02T12:17:00Z,230.38,232.14,230.38,232.14,1251
AAPL,2025-09-02T12:18:00Z,230.39,230.48,230.32,230.3391,2024
AAPL,2025-09-02T12:19:00Z,232.14,232.14,230.32,230.32,1096
AAPL,2025-09-02T12:20:00Z,230.35,232.14,230.3205,230.35,1287
AAPL,2025-09-02T12:21:00Z,230.41,230.46,230.35,230.35,5322
AAPL,2025-09-02T12:22:00Z,230.362,230.42,230.33,230.36,7301
AAPL,2025-09-02T12:23:00Z,230.36,230.42,230.32,230.3472,5836
AAPL,2025-09-02T12:24:00Z,230.4,230.45,230.34,230.3579,751
AAPL,2025-09-02T12:25:00Z,230.4,230.5,230.34,230.3407,1892
AAPL,2025-09-02T12:26:00Z,230.42,230.45,230.34,230.39,724
AAPL,2025-09-02T12:27:00Z,230.38,230.5,230.34,230.5,394
AAPL,2025-09-02T12:28:00Z,230.44,230.5,230.35,230.4,1435
AAPL,2025-09-02T12:29:00Z,230.43,230.5,230.35,230.4292,971
AAPL,2025-09-02T12:30:00Z,230.4,230.556,230.4,230.556,3133
AAPL,2025-09-02T12:31:00Z,230.4001,230.52,230.4,230.44,627
AAPL,2025-09-02T12:32:00Z,230.4012,230.52,230.4,230.5,750
AAPL,2025-09-02T12:33:00Z,230.45,230.49,230.4,230.413,310
AAPL,2025-09-02T12:34:00Z,230.4,230.53,230.4,230.5,851
AAPL,2025-09-02T12:35:00Z,230.45,230.55,230.422,230.47,442
AAPL,2025-09-02T12:36:00Z,230.48,230.5,230.4,230.45,1128
AAPL,2025-09-02T12:37:00Z,230.45,230.499,230.32,230.4,5540
AAPL,2025-09-02T12:38:00Z,230.4,230.44,230.25,230.251,21096
AAPL,2025-09-02T12:39:00Z,230.25,230.2782,230.17,230.1701,2411
AAPL,2025-09-02T12:40:00Z,230.18,230.4917,230.17,230.2,2230
AAPL,2025-09-02T12:41:00Z,230.2001,230.35,230.12,230.14,4978
AAPL,2025-09-02T12:42:00Z,230.1572,230.24,230.11,230.11,1597
AAPL,2025-09-02T12:43:00Z,230.15,230.27,230.06,230.105,3942
AAPL,2025-09-02T12:44:00Z,230.07,230.27,230.07,230.14,1567
AAPL,2025-09-02T12:45:00Z,230.14,230.2,230.06,230.16,1192
AAPL,2025-09-02T12:46:00Z,230.1033,230.16,230.06,230.06,3810
AAPL,2025-09-02T12:47:00Z,230.06,230.15,230.0,230.0179,7119
AAPL,2025-09-02T12:48:00Z,230.05,230.05,229.8,229.8,8862
AAPL,2025-09-02T12:49:00Z,229.89,230.1,229.81,230.0,4139
AAPL,2025-09-02T12:50:00Z,230.1,230.1,229.88,229.92,669
AAPL,2025-09-02T12:51:00Z,229.99,230.15,229.9255,230.0606,1096
AAPL,2025-09-02T12:52:00Z,230.12,230.12,229.9545,229.9988,2119
AAPL,2025-09-02T12:53:00Z,229.99,230.1,229.98,230.0395,4323
AAPL,2025-09-02T12:54:00Z,230.0395,232.14,229.38,229.64,10440
AAPL,2025-09-02T12:55:00Z,229.5,229.94,229.49,229.75,2523
AAPL,2025-09-02T12:56:00Z,229.66,229.83,229.65,229.75,2232
AAPL,2025-09-02T12:57:00Z,229.77,229.7701,229.62,229.66,6323
AAPL,2025-09-02T12:58:00Z,229.64,229.77,229.63,229.74,3805
AAPL,2025-09-02T12:59:00Z,229.7375,229.7375,229.03,229.44,4600
AAPL,2025-09-02T13:00:00Z,229.42,229.42,229.25,229.3,2885
AAPL,2025-09-02T13:01:00Z,229.33,229.41,229.25,229.3,14450
AAPL,2025-09-02T13:02:00Z,229.3107,229.42,229.3,229.3,1943
AAPL,2025-09-02T13:03:00Z,229.33,229.49,229.3,229.3,2033
AAPL,2025-09-02T13:04:00Z,229.3,229.44,229.25,229.25,2284
AAPL,2025-09-02T13:05:00Z,229.35,229.6,229.2503,229.5,3733
AAPL,2025-09-02T13:06:00Z,229.5179,229.65,229.5,229.56,2021
AAPL,2025-09-02T13:07:00Z,229.6,229.6,229.32,229.46,2748
AAPL,2025-09-02T13:08:00Z,229.46,229.6,229.3,229.5667,3695
AAPL,2025-09-02T13:09:00Z,229.39,229.54,229.26,229.49,964
AAPL,2025-09-02T13:10:00Z,229.3,229.49,229.3,229.3,825
AAPL,2025-09-02T13:11:00Z,229.3001,229.5,229.3,229.44,3178
AAPL,2025-09-02T13:12:00Z,229.49,229.55,229.31,229.5,1944
AAPL,2025-09-02T13:13:00Z,229.39,229.6,229.3492,229.52,4984
AAPL,2025-09-02T13:14:00Z,229.59,229.6,229.5,229.55,2075
AAPL,2025-09-02T13:15:00Z,229.57,229.65,229.5,229.6,2666
AAPL,2025-09-02T13:16:00Z,229.6,229.65,229.47,229.47,2961
AAPL,2025-09-02T13:17:00Z,229.49,229.64,229.39,229.55,943
AAPL,2025-09-02T13:18:00Z,229.47,229.6257,229.39,229.57,4177
AAPL,2025-09-02T13:19:00Z,229.59,229.6,229.39,229.468,621
AAPL,2025-09-02T13:20:00Z,229.44,229.58,229.41,229.47,980
AAPL,2025-09-02T13:21:00Z,229.45,229.53,229.45,229.53,2308
AAPL,2025-09-02T13:22:00Z,229.55,229.72,229.53,229.64,1422
AAPL,2025-09-02T13:23:00Z,229.64,229.7,229.63,229.63,2230
AAPL,2025-09-02T13:24:00Z,229.63,229.72,229.5631,229.61,3635
AAPL,2025-09-02T13:25:00Z,229.6,229.65,229.22,229.53,10241
AAPL,2025-09-02T13:26:00Z,229.6,229.72,229.6,229.63,7394
AAPL,2025-09-02T13:27:00Z,229.6987,229.97,229.52,229.7,11923
AAPL,2025-09-02T13:28:00Z,229.7,229.7,229.1392,229.25,19852
AAPL,2025-09-02T13:29:00Z,229.24,229.46,229.2,229.43,4823
AAPL,2025-09-02T13:30:00Z,229.25,229.7,228.55,228.61,1202790
AAPL,2025-09-02T13:31:00Z,228.64,228.79,227.9,228.23,365225
AAPL,2025-09-02T13:32:00Z,228.24,228.5,227.68,228.3634,403033
AAPL,2025-09-02T13:33:00Z,228.35,228.485,228.06,228.25,324045
AAPL,2025-09-02T13:34:00Z,228.25,228.49,227.89,228.155,335338
AAPL,2025-09-02T13:35:00Z,228.14,228.74,228.015,228.38,294749
AAPL,2025-09-02T13:36:00Z,228.39,229.2841,228.35,229.22,287761
AAPL,2025-09-02T13:37:00Z,229.1841,229.24,228.75,228.78,227220
AAPL,2025-09-02T13:38:00Z,228.8,229.3,228.585,229.02,206318
AAPL,2025-09-02T13:39:00Z,229.01,229.49,228.96,229.28,154655
AAPL,2025-09-02T13:40:00Z,229.29,229.4128,228.98,229.1732,180578
AAPL,2025-09-02T13:41:00Z,229.1569,229.41,228.77,229.39,155527
AAPL,2025-09-02T13:42:00Z,229.36,229.53,229.28,229.4248,128297
AAPL,2025-09-02T13:43:00Z,229.38,229.515,229.2,229.33,120229
AAPL,2025-09-02T13:44:00Z,229.3491,229.42,229.14,229.39,92360
AAPL,2025-09-02T13:45:00Z,229.37,229.38,228.99,229.17,116172
AAPL,2025-09-02T13:46:00Z,229.17,229.87,229.12,229.76,170490
AAPL,2025-09-02T13:47:00Z,229.76,229.76,229.04,229.06,132237
AAPL,2025-09-02T13:48:00Z,229.08,229.3369,229.05,229.23,110984
AAPL,2025-09-02T13:49:00Z,229.215,229.4,229.02,229.379,119694
AAPL,2025-09-02T13:50:00Z,229.3732,229.915,229.3,229.865,106392
AAPL,2025-09-02T13:51:00Z,229.88,230.22,229.88,230.165,184069
AAPL,2025-09-02T13:52:00Z,230.18,230.2026,229.76,230.18,149868
AAPL,2025-09-02T13:53:00Z,230.199,230.31,229.93,230.01,96409
AAPL,2025-09-02T13:54:00Z,230.02,230.29,229.86,230.29,110964
AAPL,2025-09-02T13:55:00Z,230.275,230.455,230.22,230.33,112959
AAPL,2025-09-02T13:56:00Z,230.33,230.435,230.25,230.32,78231
AAPL,2025-09-02T13:57:00Z,230.32,230.35,230.19,230.27,93463
AAPL,2025-09-02T13:58:00Z,230.275,230.37,230.17,230.23,92200
AAPL,2025-09-02T13:59:00Z,230.24,230.26,229.98,230.19,136210
AAPL,2025-09-02T14:00:00Z,230.13,230.5746,230.11,230.41,229897
AAPL,2025-09-02T14:01:00Z,230.405,230.69,230.3001,230.3399,82336
AAPL,2025-09-02T14:02:00Z,230.32,230.42,230.03,230.09,70879
